Bot 0 Weight,Bot 0 Decision,Bot 1 Weight,Bot 1 Decision,
1,DecisionMoveBackwards,1,DecisionMoveBackwards
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
1,DecisionMoveBackwards,3,DecisionWeaponChargeFront
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeFront
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeFront
6,DecisionWeaponRight,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
1,DecisionMoveBackwards,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
2,DecisionMoveForward,3,DecisionWeaponChargeFront
1,DecisionMoveBackwards,3,DecisionWeaponChargeFront
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeFront
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeFront
6,DecisionWeaponRight,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
1,DecisionMoveBackwards,3,DecisionWeaponChargeFront
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeFront
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeFront
6,DecisionWeaponRight,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
6,DecisionWeaponHold,3,DecisionWeaponChargeFront
1,DecisionMoveBackwards,6,DecisionWeaponFront
3,DecisionWeaponChargeRight,4,DecisionWeaponCoolDownFront
3,DecisionWeaponChargeRight,4,DecisionWeaponCoolDownFront
6,DecisionWeaponRight,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
1,DecisionMoveBackwards,4,DecisionWeaponCoolDownFront
3,DecisionWeaponChargeRight,4,DecisionWeaponCoolDownFront
3,DecisionWeaponChargeRight,4,DecisionWeaponCoolDownFront
6,DecisionWeaponRight,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,1,DecisionMoveBackwards
6,DecisionWeaponHold,2,DecisionMoveBackwards
6,DecisionWeaponHold,2,DecisionMoveBackwards
1,DecisionMoveBackwards,2,DecisionMoveBackwards
3,DecisionWeaponChargeRight,2,DecisionMoveBackwards
3,DecisionWeaponChargeRight,2,DecisionMoveBackwards
6,DecisionWeaponRight,2,DecisionMoveBackwards
6,DecisionWeaponHold,2,DecisionMoveBackwards
6,DecisionWeaponHold,2,DecisionMoveBackwards
6,DecisionWeaponHold,2,DecisionMoveBackwards
6,DecisionWeaponHold,2,DecisionMoveBackwards
6,DecisionWeaponHold,2,DecisionMoveBackwards
1,DecisionMoveBackwards,2,DecisionMoveBackwards
2,DecisionMoveLeft,2,DecisionMoveBackwards
2,DecisionMoveLeft,2,DecisionMoveBackwards
2,DecisionMoveLeft,2,DecisionMoveBackwards
2,DecisionMoveLeft,2,DecisionMoveBackwards
2,DecisionMoveLeft,2,DecisionMoveBackwards
2,DecisionMoveLeft,2,DecisionMoveBackwards
2,DecisionMoveLeft,2,DecisionMoveBackwards
2,DecisionMoveLeft,1,DecisionMoveBackwards
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
1,DecisionMoveBackwards,3,DecisionWeaponChargeLeft
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeLeft
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeLeft
6,DecisionWeaponRight,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,3,DecisionWeaponChargeLeft
1,DecisionMoveBackwards,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
2,DecisionMoveLeft,3,DecisionWeaponChargeLeft
1,DecisionMoveBackwards,3,DecisionWeaponChargeLeft
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeLeft
3,DecisionWeaponChargeRight,3,DecisionWeaponChargeLeft
6,DecisionWeaponRight,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,3,DecisionWeaponChargeLeft
6,DecisionWeaponHold,6,DecisionWeaponLeft
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
1,DecisionMoveBackwards,4,DecisionWeaponCoolDownFront
3,DecisionWeaponChargeRight,4,DecisionWeaponCoolDownFront
3,DecisionWeaponChargeRight,4,DecisionWeaponCoolDownFront
6,DecisionWeaponRight,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
6,DecisionWeaponHold,4,DecisionWeaponCoolDownFront
1,DecisionMoveBackwards,4,DecisionWeaponCoolDownFront
3,DecisionWeaponChargeRight,4,DecisionWeaponCoolDownFront
3,DecisionWeaponChargeRight,4,DecisionWeaponCoolDownFront
6,DecisionWeaponRight,4,DecisionWeaponCoolDownFront

